Questions,Query
What percentage of Gross Sales Value (GSV) in Period 8 of 2021 constitutes Corporate Affairs Overheads?,"SELECT YearPeriod,
SUM(CorporateAffairsOverheadsAmount) as CorporateOverheads,
SUM(""GSV Amount"") as GSV,
ROUND(Sum(CorporateAffairsOverheadsAmount)/Sum(""GSV Amount"")*100,2) as ""CorporateOverheads%GSV""
from
(Select YearPeriod,
FY,
aggregated_data.id,
Case
When Level2 = 'Corporate Affairs Overheads' Then Amount
Else 0
END As 'CorporateAffairsOverheadsAmount',
Case
When Level1 = 'Total GSV Third Party' Then Amount
Else 0
END As ""GSV Amount"",
hierarchy.Level1,
hierarchy.Level2
from [dbo].[aggregated_data]
left join [dbo].[hierarchy] on aggregated_data.ID = hierarchy.ID) as subquery
where (subquery.Level1 in ('Total GSV Third Party') or subquery.Level2 IN ('Corporate Affairs Overheads'))
and (subquery.YearPeriod = 2021008)
Group by subquery.YearPeriod"
What portion of the Gross Sales Value (GSV) in the 13th Period of 2021 is allocated to Information Systems Overheads?,"SELECT YearPeriod,
SUM(InfoSystemsOverheadsAmount) as InfoSystemsOverheads,
SUM(""GSV Amount"") as GSV,
ROUND(Sum(InfoSystemsOverheadsAmount)/Sum(""GSV Amount"")*100,2) as ""InfoSystemsOverheads%GSV""
from
(Select YearPeriod,
FY,
aggregated_data.id,
Case
When Level2 = 'Info Systems Overheads' Then Amount
Else 0
END As 'InfoSystemsOverheadsAmount',
Case
When Level1 = 'Total GSV Third Party' Then Amount
Else 0
END As ""GSV Amount"",
hierarchy.Level1,
hierarchy.Level2
from [dbo].[aggregated_data]
left join [dbo].[hierarchy] on aggregated_data.ID = hierarchy.ID) as subquery
where (subquery.Level1 in ('Total GSV Third Party') or subquery.Level2 IN ('Info Systems Overheads'))
and (subquery.YearPeriod = 2021013)
Group by subquery.YearPeriod"
Can you elaborate on Non-controllable Costs X-charges for period 13 in the year 2023?,"SELECT YearPeriod,
SUM(XCharges_NonControllableCosts) as ""XCharges_NonControllableCosts""
from
(Select YearPeriod,
FY,
aggregated_data.id,
Case
When Level2 = 'Non-controllable Costs X-charges' Then Amount
Else 0
END As ""XCharges_NonControllableCosts"",
hierarchy.Level2
from [dbo].[aggregated_data]
left join [dbo].[hierarchy] on aggregated_data.ID = hierarchy.ID) as subquery
where subquery.Level2 in ('Non-controllable Costs X-charges')
and subquery.YearPeriod = 2023013
Group by subquery.YearPeriod"
"Could you show me the annual trend of Interest Net as a percentage of Gross Sales Value (GSV) for 2023, including both the upper and lower confidence bounds?","SELECT YearPeriod,
Amount AS TotalInterestNet,
ROUND([Amount%],2) AS 'TotalInterestNet%',
ROUND(ConfidenceHigh,2) AS 'ConfidenceHigh',
ROUND(Confidencelow,2) AS 'Confidencelow'
FROM
(SELECT YearPeriod,
Amount,
[Amount%],
((AVG([Amount%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) + 1.96*(STDEV([Amount%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""ConfidenceHigh"",
((AVG([Amount%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) - 1.96*(STDEV([Amount%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""Confidencelow""
FROM
(SELECT YearPeriod,
SUM(TotalInterestNet) AS Amount,
SUM([GSV Amount]) AS GSV,
SUM(TotalInterestNet)/SUM([GSV Amount])*100 AS [Amount%]
FROM
(SELECT YearPeriod,
FY,
aggregated_data.id,
CASE
WHEN Level2 = 'Interest Net' THEN Amount
ELSE 0
END AS TotalInterestNet,
CASE
WHEN Level1 = 'Total GSV Third Party' THEN Amount
ELSE 0
END AS [GSV Amount],
hierarchy.Level1,
hierarchy.Level2
FROM [dbo].[aggregated_data]
LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
WHERE (subquery.Level1 IN ('Total GSV Third Party')) or (subquery.Level2 IN ('Interest Net'))
GROUP BY subquery.YearPeriod) AS Subquery2) as Subquery3
WHERE YearPeriod LIKE '2023%'"
Compare intercompany purchases during Period 4 of 2023 with those from the same period in the previous year,"SELECT current_period.YearPeriod AS CurrentYearPeriod,
current_period.TotalIntercompanyPurchases AS CurrentIntercompanyPurchases,
previous_period.YearPeriod AS PreviousYearPeriod,
previous_period.TotalIntercompanyPurchases AS PreviousIntercompanyPurchases,
current_period.TotalIntercompanyPurchases - previous_period.TotalIntercompanyPurchases AS IntercompanyPurchases_Difference,
(current_period.TotalIntercompanyPurchases - previous_period.TotalIntercompanyPurchases)*100/previous_period.TotalIntercompanyPurchases AS 'IntercompanyPurchases_Difference%'
FROM
(SELECT YearPeriod,
SUM(Amount) AS TotalIntercompanyPurchases
FROM [dbo].[aggregated_data] AS ad
JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
WHERE h.Level3 = 'Intercompany Purchases'
AND YearPeriod = 2023004
GROUP BY YearPeriod) AS current_period
JOIN
(SELECT YearPeriod,
SUM(Amount) AS TotalIntercompanyPurchases
FROM [dbo].[aggregated_data] AS ad
JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
WHERE h.Level3 = 'Intercompany Purchases'
AND YearPeriod = 2022004
GROUP BY YearPeriod) AS previous_period ON current_period.YearPeriod = 2023004
AND previous_period.YearPeriod = 2022004;"
Evaluate the change in the With holding Taxes Taxes during the first Period of 2024 relative to the earlier reporting period,"SELECT current_period.YearPeriod AS CurrentYearPeriod,
current_period.WithholdingTaxesAmount AS CurrentWithholdingTaxes,
previous_period.YearPeriod AS PreviousYearPeriod,
previous_period.WithholdingTaxesAmount AS PreviousWithholdingTaxes,
current_period.WithholdingTaxesAmount - previous_period.WithholdingTaxesAmount AS WithholdingTaxes_Difference,
(current_period.WithholdingTaxesAmount - previous_period.WithholdingTaxesAmount)*100/previous_period.WithholdingTaxesAmount AS 'WithholdingTaxes_Difference%'
FROM
(SELECT YearPeriod,
SUM(Amount) AS WithholdingTaxesAmount
FROM [dbo].[aggregated_data] AS ad
JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
WHERE h.Level3 = 'Withholding Taxes'
AND YearPeriod = 2024001
GROUP BY YearPeriod) AS current_period
JOIN
(SELECT YearPeriod,
SUM(Amount) AS WithholdingTaxesAmount
FROM [dbo].[aggregated_data] AS ad
JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
WHERE h.Level3 = 'Withholding Taxes'
AND YearPeriod = 2023013
GROUP BY YearPeriod) AS previous_period ON current_period.YearPeriod = 2024001
AND previous_period.YearPeriod = 2023013;"
Could you give me the Total of R Mfg. Hist Deprec Exp. M & E up until the fifth period of 2022?,"SELECT
SUM(MfgDeprecForMandE) as 'TotalMfgDeprecForMandE_YTD'
FROM
(
	SELECT YearPeriod,
	SUM(Amount) AS 'MfgDeprecForMandE'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level3 = 'R Mfg. Hist Deprec Exp. M & E'  AND ad.YearPeriod BETWEEN '2022001' AND '2022005'
	GROUP BY YearPeriod
) as subset"
What has been the cumulative Customer Collaboration so far this year till today?,"SELECT
SUM(TotalCustomerCollaboration) as 'TotalCustomerCollaborationYTD'
FROM
(
	SELECT YearPeriod,
	SUM(Amount) AS 'TotalCustomerCollaboration'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level3 = 'Customer Collaboration'  AND ad.YearPeriod BETWEEN FORMAT(CURRENT_TIMESTAMP,'yyyy')+'001' 
	AND FORMAT(CURRENT_TIMESTAMP,'yyyy')+RIGHT(REPLICATE('0',3)+FORMAT(CURRENT_TIMESTAMP,'MM'),3)
	GROUP BY YearPeriod
) as subset"
Analyze the Agency Fees accumulated year-to-date up to period 8 in 2023 and contrast them with the corresponding period in the previous year,"with current_ytd as (
	SELECT
	SUM(TotalAgencyFees) as 'YTD_2023008'
	FROM
	(
		SELECT YearPeriod,
		SUM(Amount) AS 'TotalAgencyFees'
		FROM [dbo].[aggregated_data] AS ad
		JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
		WHERE h.Level4 = 'Agency Fees'  AND ad.YearPeriod BETWEEN '2023001' AND '2023008'
		GROUP BY YearPeriod
	) as sq
),
previous_ytd as (
	SELECT
	SUM(TotalAgencyFees) as 'YTD_2022008'
	FROM
	(
		SELECT YearPeriod,
		SUM(Amount) AS 'TotalAgencyFees'
		FROM [dbo].[aggregated_data] AS ad
		JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
		WHERE h.Level4 = 'Agency Fees'  AND ad.YearPeriod BETWEEN '2022001' AND '2022008'
		GROUP BY YearPeriod
	) as sq
)
select
YTD_2023008,
YTD_2022008,
((YTD_2023008 - YTD_2022008) / YTD_2022008)*100 as 'Diff_%'
from 
current_ytd, previous_ytd"
Highlight any periods in 2023 where logistics expenses deviate from the confidence interval,"SELECT YearPeriod, 
[Amount], 
ConfidenceHigh, 
Confidencelow,
CASE
WHEN Amount NOT BETWEEN Confidencelow AND ConfidenceHigh THEN 1
ELSE 0
END as IsOutOfInterval
FROM
(SELECT YearPeriod,
Amount,
((AVG([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) + 1.96*(STDEV([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""ConfidenceHigh"",
((AVG([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) - 1.96*(STDEV([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""Confidencelow""
FROM
(SELECT YearPeriod,
SUM(LogisticsExpenses) AS Amount
FROM
(SELECT YearPeriod,
FY,
aggregated_data.id,
CASE
WHEN Level4 = 'Logistics Expenses' THEN Amount
ELSE 0
END AS LogisticsExpenses,
hierarchy.Level4
FROM [dbo].[aggregated_data]
LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
WHERE subquery.Level4 IN ('Logistics Expenses')
GROUP BY subquery.YearPeriod) AS Subquery2) as Subquery3
WHERE YearPeriod LIKE '2023%'"
"We need an analysis that highlights the differences in Field Sales SWB between period 13 in 2023 and the previous month, with a breakdown of the contribution by Profit Center","with current_period_profit_center as
(
	SELECT YearPeriod,
	ad.Profit_Center_Desc,
	SUM(Amount) AS CurrentPeriod_FieldSalesSWBAmount
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level4 = 'Field Sales SWB'
	AND YearPeriod = 2023013
	GROUP BY YearPeriod, ad.Profit_Center_Desc
),

previous_period_profit_center as
(
	SELECT YearPeriod,
	ad.Profit_Center_Desc,
	SUM(Amount) AS PreviousPeriod_FieldSalesSWBAmount
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level4 = 'Field Sales SWB'
	AND YearPeriod = 2023012
	GROUP BY YearPeriod, ad.Profit_Center_Desc
),

profit_center_combined as
(
	select
	cur.Profit_Center_Desc as 'X_datapoint',
	CurrentPeriod_FieldSalesSWBAmount-PreviousPeriod_FieldSalesSWBAmount as 'Y_datapoint'
	from current_period_profit_center cur
	FULL OUTER JOIN previous_period_profit_center prev ON cur.Profit_Center_Desc = prev.Profit_Center_Desc
),

previous_period_field_sales_swb as
(
	SELECT 
	'PreviousPeriodFieldSalesSWB' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level4 = 'Field Sales SWB'
	AND YearPeriod = 2023012
	GROUP BY YearPeriod
),

current_period_field_sales_swb as 
(
	SELECT 
	'CurrentPeriodFieldSalesSWB' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level4 = 'Field Sales SWB'
	AND YearPeriod = 2023013
	GROUP BY YearPeriod
)
select X_datapoint, Y_datapoint
from
(
	select *, 2 as order_column from profit_center_combined
	UNION 
	select *, 3 as order_column from current_period_field_sales_swb
	UNION
	select *, 1 as order_column from previous_period_field_sales_swb
) as final_sq
ORDER BY final_sq.order_column"
"Could you provide a detailed report on the difference in General Management - Expenses between period 13 of 2023 and the previous month, analyzing the expenses by functional area?","with current_period_Func_Area as
(
	SELECT YearPeriod,
	ad.Func_Area_Desc,
	SUM(Amount) AS CurrentPeriod_GenMgmtExpenses
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level4 = 'General Management - Expenses'
	AND YearPeriod = 2023013
	GROUP BY YearPeriod, ad.Func_Area_Desc
),

previous_period_Func_Area as
(
	SELECT YearPeriod,
	ad.Func_Area_Desc,
	SUM(Amount) AS PreviousPeriod_GenMgmtExpenses
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level4 = 'General Management - Expenses'
	AND YearPeriod = 2023012
	GROUP BY YearPeriod, ad.Func_Area_Desc
),

Func_Area_combined as
(
	select
	cur.Func_Area_Desc as 'X_datapoint',
	CurrentPeriod_GenMgmtExpenses-PreviousPeriod_GenMgmtExpenses as 'Y_datapoint'
	from current_period_Func_Area cur
	FULL OUTER JOIN previous_period_Func_Area prev ON cur.Func_Area_Desc = prev.Func_Area_Desc
),

previous_period_gen_mgmt_expenses as
(
	SELECT 
	'PreviousPeriodGenMgmtExpenses' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level4 = 'General Management - Expenses'
	AND YearPeriod = 2023012
	GROUP BY YearPeriod
),

current_period_gen_mgmt_expenses as 
(
	SELECT 
	'CurrentPeriodGenMgmtExpenses' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level4 = 'General Management - Expenses'
	AND YearPeriod = 2023013
	GROUP BY YearPeriod
)
select X_datapoint, Y_datapoint
from
(
	select *, 2 as order_column from Func_Area_combined
	UNION 
	select *, 3 as order_column from current_period_gen_mgmt_expenses
	UNION
	select *, 1 as order_column from previous_period_gen_mgmt_expenses
) as final_sub_query
ORDER BY final_sub_query.order_column"
Highlight instances in 2022 where Direct Labor - Assoc. deviates from the confidence interval,"SELECT YearPeriod, 
[Amount], 
ConfidenceHigh, 
Confidencelow,
CASE
WHEN Amount NOT BETWEEN Confidencelow AND ConfidenceHigh THEN 1
ELSE 0
END as IsOutOfInterval
FROM
(SELECT YearPeriod,
Amount,
((AVG([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) + 1.96*(STDEV([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""ConfidenceHigh"",
((AVG([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) - 1.96*(STDEV([Amount]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""Confidencelow""
FROM
(SELECT YearPeriod,
SUM(DirectLabourAssocAmount) AS Amount
FROM
(SELECT YearPeriod,
FY,
aggregated_data.id,
CASE
WHEN Level5 = 'Direct Labour - Assoc.' THEN Amount
ELSE 0
END AS DirectLabourAssocAmount,
hierarchy.Level5
FROM [dbo].[aggregated_data]
LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
WHERE subquery.Level5 IN ('Direct Labour - Assoc.')
GROUP BY subquery.YearPeriod) AS Subquery2) as Subquery3
WHERE YearPeriod LIKE '2022%'"
I need to know the proportion of Gross Sales Value (GSV) for Period 9 in 2023 that corresponds to the PPV Raw Materials.,"SELECT YearPeriod,
SUM(PPVRawMatAmt) as PPVRawMatAmt,
SUM(""GSV Amount"") as GSV,
ROUND(Sum(PPVRawMatAmt)/Sum(""GSV Amount"")*100,2) as ""PPVRawMatAmt%GSV""
from
(Select YearPeriod,
FY,
aggregated_data.id,
Case
When Level5 = 'PPV Raw Materials' Then Amount
Else 0
END As 'PPVRawMatAmt',
Case
When Level1 = 'Total GSV Third Party' Then Amount
Else 0
END As ""GSV Amount"",
hierarchy.Level1,
hierarchy.Level5
from [dbo].[aggregated_data]
left join [dbo].[hierarchy] on aggregated_data.ID = hierarchy.ID) as subquery
where (subquery.Level1 in ('Total GSV Third Party') or subquery.Level5 IN ('PPV Raw Materials'))
and (subquery.YearPeriod = 2023009)
Group by subquery.YearPeriod"
Compare Net Income For 2023 Period 4 With 2023 Period 2?,"SELECT 
  current_period.YearPeriod AS CurrentYearPeriod, 
  current_period.NetIncome AS CurrentNetIncome, 
  previous_period.YearPeriod AS PreviousYearPeriod, 
  previous_period.NetIncome AS PreviousNetIncome, 
  current_period.NetIncome - previous_period.NetIncome AS NetIncome_Difference, 
  (
    current_period.NetIncome - previous_period.NetIncome
  ) * 100.0 / previous_period.NetIncome AS 'NetIncome_Difference%' 
FROM 
  (
    SELECT 
      YearPeriod, 
      SUM(
        CASE WHEN h.Level1 = 'Affiliate Sales' THEN Amount ELSE 0 END
      ) + SUM(
        CASE WHEN h.Level1 = 'Total GSV Third Party' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Trade' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Prime Costs' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Conversion Costs' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Advertising & Consumer Promo' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Franchise & Sales Costs' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'General & Admin Overheads' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Other Costs' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'R Depreciation' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Non-Operating Cost' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Non-controllable Costs' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Provision for Tax' THEN Amount ELSE 0 END
      )
	  AS NetIncome 
    FROM 
      [dbo].[aggregated_data] AS ad 
      JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID 
    WHERE 
      YearPeriod = 2023004 
    GROUP BY 
      YearPeriod
  ) AS current_period 
  JOIN (
     SELECT 
      YearPeriod, 
      SUM(
        CASE WHEN h.Level1 = 'Affiliate Sales' THEN Amount ELSE 0 END
      ) + SUM(
        CASE WHEN h.Level1 = 'Total GSV Third Party' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Trade' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Prime Costs' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Conversion Costs' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Advertising & Consumer Promo' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Franchise & Sales Costs' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'General & Admin Overheads' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Other Costs' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'R Depreciation' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Non-Operating Cost' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Non-controllable Costs' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Provision for Tax' THEN Amount ELSE 0 END
      )
	  AS NetIncome 
    FROM 
      [dbo].[aggregated_data] AS ad 
      JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID 
    WHERE 
      YearPeriod = 2023002 
    GROUP BY 
      YearPeriod
  ) AS previous_period ON current_period.YearPeriod = 2023004 
  AND previous_period.YearPeriod = 2023002;"
Compare prime margin For 2023 Period 4 With 2023 Period 2?,"SELECT 
  current_period.YearPeriod AS CurrentYearPeriod, 
  current_period.PrimeMargin AS CurrentPrimeMargin, 
  previous_period.YearPeriod AS PreviousYearPeriod, 
  previous_period.PrimeMargin AS PreviousPrimeMargin, 
  current_period.PrimeMargin - previous_period.PrimeMargin AS PrimeMargin_Difference, 
  (
    current_period.PrimeMargin - previous_period.PrimeMargin
  ) * 100.0 / previous_period.PrimeMargin AS 'PrimeMargin_Difference%' 
FROM 
  (
    SELECT 
      YearPeriod, 
      SUM(
        CASE WHEN h.Level1 = 'Affiliate Sales' THEN Amount ELSE 0 END
      ) + SUM(
        CASE WHEN h.Level1 = 'Total GSV Third Party' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Trade' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Prime Costs' THEN Amount ELSE 0 END
      ) AS PrimeMargin 
    FROM 
      [dbo].[aggregated_data] AS ad 
      JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID 
    WHERE 
      YearPeriod = 2023004 
    GROUP BY 
      YearPeriod
  ) AS current_period 
  JOIN (
    SELECT 
      YearPeriod, 
      SUM(
        CASE WHEN h.Level1 = 'Affiliate Sales' THEN Amount ELSE 0 END
      ) + SUM(
        CASE WHEN h.Level1 = 'Total GSV Third Party' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Trade' THEN Amount ELSE 0 END
      ) - SUM(
        CASE WHEN h.Level1 = 'Prime Costs' THEN Amount ELSE 0 END
      ) AS PrimeMargin 
    FROM 
      [dbo].[aggregated_data] AS ad 
      JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID 
    WHERE 
      YearPeriod = 2023002 
    GROUP BY 
      YearPeriod
  ) AS previous_period ON current_period.YearPeriod = 2023004 
  AND previous_period.YearPeriod = 2023002;"
Give Me Last 13 Period Prime Cost Since 2023 Period 2?,"SELECT
SUM(TotalPrimeCosts) as 'TotalPrimeCosts'
FROM
(
	SELECT ad.YearPeriod,
	SUM(Amount) AS 'TotalPrimeCosts'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	JOIN
	(
		SELECT DISTINCT TOP 13 YearPeriod
		FROM [dbo].[aggregated_data] AS ad
		JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
		WHERE h.Level1 = 'Prime Costs' and YearPeriod <= 2023002
		ORDER BY YearPeriod DESC
	) as sq_last_periods ON sq_last_periods.YearPeriod = ad.YearPeriod
	WHERE h.Level1 = 'Prime Costs'
	GROUP BY ad.YearPeriod
) as subset"
provide the difference of prime cost for year 2023 period 1 vs last month and analyse contribution by Cost Center,"with current_period_cost_center as
(
	SELECT YearPeriod,
	ad.Cost_Center_Desc,
	SUM(Amount) AS CurrentPeriod_PrimeCostAmount
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023001
	GROUP BY YearPeriod, ad.Cost_Center_Desc
),

previous_period_cost_center as
(
	SELECT YearPeriod,
	ad.Cost_Center_Desc,
	SUM(Amount) AS PreviousPeriod_PrimeCostAmount
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2022013
	GROUP BY YearPeriod, ad.Cost_Center_Desc

),

cost_center_combined as
(
	select
	cur.Cost_Center_Desc as 'X_datapoint',
	CurrentPeriod_PrimeCostAmount-PreviousPeriod_PrimeCostAmount as 'Y_datapoint'
	from current_period_cost_center cur
	FULL OUTER JOIN previous_period_cost_center prev ON cur.Cost_Center_Desc = prev.Cost_Center_Desc
),

previous_period_prime_cost as
(
	SELECT 
	'PreviousPeriodPrimeCosts' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2022013
	GROUP BY YearPeriod
),

current_period_prime_cost as 
(
	SELECT 
	'CurrentPeriodPrimeCosts' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023001
	GROUP BY YearPeriod
)
SELECT X_datapoint, Y_datapoint
FROM 
(
	select *, 2 as 'order_column' from cost_center_combined
	UNION
	select *, 3 as 'order_column' from current_period_prime_cost
	UNION
	select *, 1 as 'order_column' from previous_period_prime_cost
) sub_query
ORDER BY order_column "
provide the difference of prime cost for year 2023 period 13 vs last month and analyse contribution by Cost Center,"with current_period_cost_center as
(
	SELECT YearPeriod,
	ad.Cost_Center_Desc,
	SUM(Amount) AS CurrentPeriod_PrimeCostAmount
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023013
	GROUP BY YearPeriod, ad.Cost_Center_Desc
),

previous_period_cost_center as
(
	SELECT YearPeriod,
	ad.Cost_Center_Desc,
	SUM(Amount) AS PreviousPeriod_PrimeCostAmount
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023012
	GROUP BY YearPeriod, ad.Cost_Center_Desc
),

cost_center_combined as
(
	select
	cur.Cost_Center_Desc as 'X_datapoint',
	CurrentPeriod_PrimeCostAmount-PreviousPeriod_PrimeCostAmount as 'Y_datapoint'
	from current_period_cost_center cur
	FULL OUTER JOIN previous_period_cost_center prev ON cur.Cost_Center_Desc = prev.Cost_Center_Desc
),

previous_period_prime_cost as
(
	SELECT 
	'PreviousPeriodPrimeCosts' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023012
	GROUP BY YearPeriod
),

current_period_prime_cost as 
(
	SELECT 
	'CurrentPeriodPrimeCosts' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023013
	GROUP BY YearPeriod
)
SELECT X_datapoint, Y_datapoint
FROM 
(
	select *, 2 as 'order_column' from cost_center_combined
	UNION
	select *, 3 as 'order_column' from current_period_prime_cost
	UNION
	select *, 1 as 'order_column' from previous_period_prime_cost
) sub_query
ORDER BY order_column"
